,Nombre del proyecto,Creador(a),Estatus,Ubicación (por estado),Descripción,Descripción (limpia),Palabras clave,Recaudado,Objetivo,Conteo de patrocinadores,Categoría
488,Projects of Earth: Expedition to the center. (Canceled),Ale de la Puente,Cancelado,Distrito Federal,"An expedition where the Earth and the Sun coincide... an art work to meet the center, a universe and a present time",expedition earth sun coincide art work meet center universe present time,"['earth', 'universe present']",29850,170000,37,Arte
489,"Una sombra de barro, corto",Salvador Reyes Zúñiga,Exitoso,Distrito Federal,"Un cortometraje de tesis que es un western contemporáneo. Sucede en el desierto de San Luis Potosí. A thesis shortfilm, a western.",cortometraje tesis western contemporáneo sucede desierto san luis potosí thesis shortfilm western,"['tesis western', 'luis']",27618,25500,37,Cine y video
490,MAR Y FUEGO.,Umbra Alba,Fallido,Distrito Federal,Nuevo álbum de Umbra Alba,nuevo álbum umbra alba,"['album umbra', 'nuevo']",17418,39700,37,Música
491,Support the MAXA XAMAN art car´s journey to Burning Man!,Liora,Exitoso,Baja California,Thank you for helping us reach our goal! Now we're stretching to $6K for the final leg of the journey home to Black Rock City!,thank helping us reach goal stretching 6k final leg journey home black rock city,"['goal', 'leg', 'rock']",96448,50000,36,Arte
492,Los Muertos de Columbus // The Dead of Columbus,Diego Jaime Cohen,Exitoso,Distrito Federal,"Cabo y un Capitán, dos soldados villistas, tratan de salvarse tras la invasión de Columbus en 1916, durante la Revolución Mexicana.",cabo capitán dos soldados villistas tratan salvarse tras invasión columbus revolución mexicana,"['revolucion', 'capitan', 'columbus']",65247,65000,36,Cine y video
493,ALTER,Laura Tlacomulco,Exitoso,Distrito Federal,Cortometraje de titulación sobre el amor en tiempos modernos.,cortometraje titulación amor tiempos modernos,['titulacion amor tiempos'],60613,60000,36,Cine y video
494,Pólvora - Documentary Short Film,Pólvora Documental,Exitoso,Guanajuato,Cortometraje Documental que participa en el Festival Internacional de Cine de Guanajuato (GIFF) 2019.,cortometraje documental participa festival internacional cine guanajuato giff,"['documental', 'cine guanajuato']",60028,60000,36,Cine y video
495,Ayer y mañana - Cortometraje CUEC,Diego Cruz Cilveti,Exitoso,Distrito Federal,"Cortometraje de Tesis del CUEC, la escuela de cine de la UNAM.\r
Con este proyecto se concluye la etapa académica de una generación.",cortometraje tesis cuec escuela cine unamr proyecto concluye etapa académica generación,"['academica', 'tesis', 'etapa']",57435,50000,36,Cine y video
496,Hollo Buster - A Pacapillar Videogame,Cathalla,Exitoso,Baja California,"Become a Hollo Buster and clear the Hollo infestation in this Pacapillar puzzle videogame for PC, iOS and Android!",become hollo buster clear hollo infestation pacapillar puzzle videogame pc ios android,"['hollo', 'pacapillar puzzle']",56720,39683,36,Juegos
497,Nacimos para caminar descalzos,Oscar Evaristo Bedriñana García,Exitoso,Distrito Federal,El inició del road trip de tres morros que quieren escapar a la playa después de que reciben un caro e ilegal regalo,inició road trip tres morros quieren escapar playa después reciben caro ilegal regalo,"['ilegal', 'road trip']",37168,35000,36,Cine y video
498,VERA,Julia Carral,Exitoso,Distrito Federal,Un nuevo cortometraje de stop-motion.,nuevo cortometraje stopmotion,['stopmotion'],26638,17000,36,Cine y video
499,TAP,Axel Salas,Exitoso,Distrito Federal,"Tap es un cortometraje sobre ese primer amor, dulce, ingenuo, eterno; y que la  juventud y la insensatez nos arrebataron para siempre.",tap cortometraje primer amor dulce ingenuo eterno juventud insensatez arrebataron siempre,"['cortometraje', 'insensatez arrebataron']",25269,25000,36,Cine y video
500,Tlamanalli 2da. Producción Discográfica de DelDesierto,Marco Tulio Ramírez Torres,Exitoso,San Luis Potosi,"Preventa de la segunda producción discográfica de DelDesierto, titulada Tlamanalli (Ofrenda). Ayudanos y se parte de este nuevo álbum.",preventa segunda producción discográfica deldesierto titulada tlamanalli ofrenda ayudanos parte nuevo álbum,"['segunda', 'parte nuevo']",24097,20000,36,Música
501,Q-YO BLASTER game,Team Robot Black Hat,Exitoso,Puebla,"Frantic shoot em up with retro style and funny characters, ridiculous invaders and explosions everywhere",frantic shoot em retro style funny characters ridiculous invaders explosions everywhere,"['invaders', 'style funny']",14658,12666,36,Juegos
502,"""Simone de Beauvoir"" Libro Ilustrado/Picture Book",Salvador Rojo,Fallido,Distrito Federal,Un libro ilustrado que nos narra a través de un recorrido biográfico la vida y obra de esta mujer defensora de los derechos de la mujer,libro ilustrado narra través recorrido biográfico vida obra mujer defensora derechos mujer,"['mujer', 'ilustrado narra']",13748,60000,36,Editorial
503,Wizard Cat Enamel Pin,Isabel Rivera,Exitoso,Quintana Roo,One Hard Enamel pin of the not-famous yet cutest in town Wizard Cat,one hard enamel pin notfamous yet cutest town wizard cat,"['enamel pin', 'town']",13100,5000,36,Arte
504,Perros Muertos,Mariana Lavaniegos,Exitoso,Distrito Federal,Comedia de horror filmada en 35 milímetros que cuenta la historia de Olivia y el pacto de amor eterno hecho con su difunto novio.,comedia horror filmada milímetros cuenta historia olivia pacto amor eterno hecho difunto novio,"['horror', 'hecho difunto']",90230,55000,35,Cine y video
505,Are You Ready O Qué?,Hop! Hop! Diablo Funk,Exitoso,Baja California,"Hop! Hop! Diablo Funk banda mexicana independiente. La música es nuestra pasión y parte de nuestras vidas, ¡Vivimos por y para ella!",hop hop diablo funk banda mexicana independiente música pasión parte vidas vivimos,['pasion parte vidas'],80391,77000,35,Música
506,"National Pastime, El Musical, México",Avión de papel,Exitoso,Baja California,"National Pastime, El Musical, México,  es una puesta en escena de Albert Tapper y Tony Sportiello, bajo la dirección de Mauricio Cedeño",national pastime musical méxico puesta escena albert tapper tony sportiello bajo dirección mauricio cedeño,"['mauricio', 'pastime musical']",53000,50000,35,Teatro
507,Acaso Silencio,Carlos Arturo Mendoza Márquez,Exitoso,Distrito Federal,"Es la historia de Emilia, quien acaba de pasar por una separación dolorosa y recibe una llamada en búsqueda de empatía y ayuda anónima.",historia emilia acaba pasar separación dolorosa recibe llamada búsqueda empatía ayuda anónima,"['emilia', 'empatia ayuda']",51100,45000,35,Cine y video
508,Libro Cerca de la Tierra,Elizabeth Moreno Damm,Exitoso,Baja California Sur,Serie fotográfica documental que aborda la cotidianidad y cultura en los ranchos Sudcalifornianos a través de un fotolibro.,serie fotográfica documental aborda cotidianidad cultura ranchos sudcalifornianos través fotolibro,"['traves', 'fotografica', 'sudcalifornianos']",50928,50000,35,Fotografía
509,Haagea,Marlon Millán / Oscar Gutiérrez,Exitoso,Distrito Federal,"Ceramic vase to make known one of the endemic species of Mexico City, the Biznaguita of Pedregal.",ceramic vase make known one endemic species mexico city biznaguita pedregal,"['biznaguita', 'species mexico']",36868,27000,35,Artesanía
510,Apis Teapot,Fernando Aldama,Exitoso,Distrito Federal,Una tetera de barro rojo inspirada en las abejas y sus colmenas.,tetera barro rojo inspirada abejas colmenas,"['abejas', 'barro rojo']",31286,30000,35,Artesanía
511,Hora Infernal Webseries,Alfredo Hernandez Alvarez,Exitoso,Baja California,Devil's Hour is an anthology series of horror and science fiction stories.,devils hour anthology series horror science fiction stories,"['fiction', 'hour anthology']",30610,30000,35,Cine y video
512,Proyecto Sobrevivir,Tramando Teatro,Exitoso,Baja California,Competencia entre 6 actores que buscan ganar puntos para sobrevivir al montaje. Una obra donde el público tiene el poder de decidir.,competencia actores buscan ganar puntos sobrevivir montaje obra público poder decidir,"['actores', 'publico poder']",26750,25000,35,Teatro
513,Forest Masquerade Enamel Pins,Ella Gud,Exitoso,Distrito Federal,"What's your hidden power? 

*Pin Collection*",whats hidden power pin collection,['hidden power pin'],14122,11750,35,Arte
514,"Cortometraje ""Limbo""",Alfredo Arroyo Barra,Exitoso,Baja California,"Un cortometraje universitario, que muestra la depresión y ansiedad del secuestro.",cortometraje universitario muestra depresión ansiedad secuestro,"['ansiedad', 'universitario muestra']",55550,50000,34,Cine y video
515,"Mr. Bongoe // 3er Álbum De Estudio - ""Horfinson Crusoe""",Alejandro De la Fuente,Exitoso,Baja California,"Horfinson Crusoe: Un viaje sin fronteras, más allá de la música y lo convencional.",horfinson crusoe viaje fronteras allá música convencional,"['musica', 'crusoe viaje']",53500,50000,34,Música
516,"La Iniciación ( cortometraje, shortfilm)",Sebastián Sedas,Exitoso,Distrito Federal,"La manera en la que la sociedad, o el entorno, nos define como personas. / The way society and our environment define who we are.",manera sociedad entorno define personas way society environment define,['sociedad entorno define'],36000,35000,34,Cine y video
517,Vangal: Making the video of TORA,Vangal,Exitoso,Baja California,"Vangal: Tora's music video // Vangal: Videoclip del sencillo ""Tora""",vangal toras music video vangal videoclip sencillo tora,"['tora', 'vangal toras music']",35750,35000,34,Música
518,Los Aparicio cortometraje,Estefanía González Herrera,Exitoso,Queretaro de Arteaga,Cortometraje de comedia sobre las desventuras de una familia que atraviesa la sierra queretana para llegar a una ceremonia Maya,cortometraje comedia desventuras familia atraviesa sierra queretana llegar ceremonia maya,"['comedia', 'llegar ceremonia']",35000,35000,34,Cine y video
519,El Llano - Documental / Shortfilm,El llano,Exitoso,Guanajuato,"El Llano is a documentary, based on the life of two artisan women originating from San Francisco Del Rincon, Guanajuato.",llano documentary based life two artisan women originating san francisco rincon guanajuato,"['documentary based', 'women']",31854,30000,34,Cine y video
520,PROGRESO Artist-Run Space,Aldo Iram Juárez,Exitoso,Distrito Federal,An independent non-profit project for Contemporary Art in Mexico City. Help us reach our 3th anniversary!,independent nonprofit project contemporary art mexico city help us reach 3th anniversary,"['city', 'nonprofit project']",30036,30000,34,Arte
521,León es como lo pintan - Documentary Short Film,Luz Valeria Fuentes Ávila,Exitoso,Guanajuato,Dos hermanos zapateros dejan el oficio para dedicarse a su verdadera pasión y darle color a una ciudad industrial.,dos hermanos zapateros dejan oficio dedicarse verdadera pasión darle color ciudad industrial,"['hermanos', 'color ciudad']",30000,30000,34,Cine y video
522,MÍA - CORTOMETRAJE,Sebastian Masso,Exitoso,Baja California,"Un cortometraje de adaptación de ""El Híbrido"" de Franz Kafka.",cortometraje adaptación híbrido franz kafka,"['adaptacion', 'hibrido franz']",26068,25000,34,Cine y video
523,Paradise Lost: FPS Survival Cosmic Horror Game,JUAN ENRIQUE PEDRAZA REJON,Exitoso,Campeche,An Spec Ops team was sent to a planet to investigate a disappearance of a research team. What lies beneath this god-forsaken planet?,spec ops team sent planet investigate disappearance research team lies beneath godforsaken planet,"['ops team', 'planet']",20200,10000,34,Juegos
524,RAGNAROK: The beginning of a new Age,Adrián Tomé Rodríguez,Exitoso,Guanajuato,"The project will be an action rpg based on the Viking's history and mythology, combined with fantasy style.",project action rpg based vikings history mythology combined fantasy style,"['fantasy', 'action rpg']",8428,1000,34,Juegos
525,SERIE ALTER,Carlos Cuevas,Exitoso,Distrito Federal,La 1ra serie web latina de ciencia ficción en 6k; Leopoldo Bassol tiene que recuperar ALTER antes de que se desate el nuevo holocausto.,1ra serie web latina ciencia ficción 6k leopoldo bassol recuperar alter desate nuevo holocausto,['web latina ciencia'],350170,350000,33,Cine y video
526,Música Medicina con el corazón/Medicine Music with the heart,Alkimiya Sagrada,Exitoso,Jalisco,"Un nuevo álbum para elevar el rezo, sanar e inspirar / A new album to elevate prayer, heal and inspire",nuevo álbum elevar rezo sanar inspirar new album elevate prayer heal inspire,"['album', 'prayer heal']",80526,77000,33,Música
527,Perspectivas Shortfilm,UNID SLP,Exitoso,Guanajuato,Uno de los 6 cortos finalistas en el GIFF Rally Universitario 2019.,cortos finalistas giff rally universitario,['finalistas giff rally'],60418,60000,33,Cine y video
528,Cincuenta Cincuenta,Carlos Gallego,Exitoso,Distrito Federal,"Cortometraje de ciencia ficción, que aborda el experimento del gato de Schrödinger.",cortometraje ciencia ficción aborda experimento gato schrödinger,"['ciencia', 'gato', 'ficcion']",57748,47000,33,Cine y video
529,La Lluvia De Los Hombres Respetables,Manuel Alacid,Exitoso,Distrito Federal,Cortometraje,cortometraje,[],51748,50000,33,Cine y video
530,"""JAUTULIB-INDIERD""",Fuera de órbita,Exitoso,Distrito Federal,"""JAUTULIB-INDIERD"" de Misael Garrido, es una obra de teatro para toda la familia que trata el tema del cambio climático.",jautulibindierd misael garrido obra teatro toda familia trata tema cambio climático,"['cambio', 'misael garrido']",41988,40000,33,Arte
531,LA FIESTA DE LA VÍRGULA FLORIDA 2019,Francisco David Méndez Manzo,Exitoso,Hidalgo,Un festival público de poesía en la CDMX.,festival público poesía cdmx,"['publico', 'cdmx']",40761,40000,33,Editorial
532,Axolo-chito Contenedor de ahorros para futuros sueños,Bebay González Millan,Exitoso,Baja California,Alcancia cerámica que toma como insparacion el Axolotl/ Ceramic container based in the Axolotl.,alcancia cerámica toma insparacion axolotl ceramic container based axolotl,"['axolotl', 'ceramica toma']",39012,35000,33,Artesanía
